ENSP,ID
ENSP00000313490,6.3.5.3
ENSP00000313681,2.7.1.91
ENSP00000313691,1.16.3.1
ENSP00000314036,2.3.1.51
ENSP00000314099,4.2.1.1
ENSP00000314508,3.2.1.45
ENSP00000314508,3.2.1.46
ENSP00000314649,1.2.1.24
ENSP00000315644,2.1.1.45
ENSP00000315774,7.1.1.2
ENSP00000315931,3.13.2.1
ENSP00000316173,2.4.1.206
ENSP00000316329,1.14.19.1
ENSP00000316339,1.1.3.15
ENSP00000316476,1.14.19.17
ENSP00000316924,6.2.1.1
ENSP00000316924,6.2.1.17
ENSP00000317027,2.4.1.102
ENSP00000317300,2.3.1.23
ENSP00000317300,2.3.1.67
ENSP00000317300,2.3.1.121
ENSP00000317300,2.3.1.n6
ENSP00000317300,2.3.1.n7
ENSP00000317379,3.5.1.2
ENSP00000317404,2.8.2.5
ENSP00000317842,3.1.1.1
ENSP00000317842,3.1.1.56
ENSP00000317842,3.1.1.84
ENSP00000317904,2.4.1.11
ENSP00000318066,3.6.1.29
ENSP00000318147,3.2.1.113
ENSP00000318351,1.2.4.4
ENSP00000318631,1.1.1.53
ENSP00000318631,1.1.1.62
ENSP00000318631,1.1.1.105
ENSP00000318631,1.1.1.209
ENSP00000318631,1.1.1.239
ENSP00000318852,3.1.3.7
ENSP00000318867,1.14.14.139
ENSP00000318868,2.1.2.1
ENSP00000318912,4.2.1.1
ENSP00000319170,1.5.1.3
ENSP00000319343,2.3.1.21
ENSP00000319501,1.1.1.22
ENSP00000319636,2.4.1.149
ENSP00000319788,1.6.5.2
ENSP00000319814,4.1.1.32
ENSP00000319851,1.1.99.1
ENSP00000320171,2.7.1.40
ENSP00000320171,2.7.10.2
ENSP00000320171,2.7.11.1
ENSP00000320337,3.1.1.4
ENSP00000320337,3.1.1.32
ENSP00000320401,2.4.1.17
ENSP00000320965,2.4.1.38
ENSP00000320965,2.4.1.90
ENSP00000320965,2.4.1.275
ENSP00000321038,3.3.2.2
ENSP00000321070,1.1.1.38
ENSP00000321259,2.2.1.2
ENSP00000321584,1.1.1.205
ENSP00000321810,2.5.1.75
ENSP00000321821,1.14.14.1
ENSP00000321874,2.4.1.146
ENSP00000321874,2.4.1.149
ENSP00000322276,3.5.1.92
ENSP00000322300,2.4.1.109
ENSP00000322450,7.1.1.2
ENSP00000322524,3.6.1.12
ENSP00000322706,2.3.3.10
ENSP00000322991,2.6.1.42
ENSP00000323036,3.1.3.2
ENSP00000323036,3.1.3.5
ENSP00000323036,3.1.3.48
ENSP00000323071,3.1.2.2
ENSP00000323071,3.1.2.3
ENSP00000323479,2.4.1.79
ENSP00000324105,4.2.1.11
ENSP00000324343,3.5.1.6
ENSP00000324842,6.2.1.16
ENSP00000325136,2.3.1.16
ENSP00000325136,2.3.1.155
ENSP00000325485,2.3.1.24
ENSP00000325485,2.3.1.291
ENSP00000325548,3.4.13.18
ENSP00000325822,1.14.15.4
ENSP00000325822,1.14.15.5
ENSP00000325958,3.1.3.16
ENSP00000325958,3.1.3.27
ENSP00000325958,3.1.3.48
ENSP00000326219,1.1.1.184
ENSP00000326227,3.2.1.20
ENSP00000326424,6.3.5.1
ENSP00000326579,4.4.1.17
ENSP00000327070,1.1.1.37
ENSP00000327251,1.14.13.39
ENSP00000327268,7.1.1.2
ENSP00000327453,6.2.1.2
ENSP00000327453,6.2.1.25
ENSP00000327557,3.1.3.2
ENSP00000327589,1.4.1.3
ENSP00000327916,6.2.1.2
ENSP00000328277,2.4.1.244
ENSP00000328405,2.7.1.107
ENSP00000328858,1.5.1.2
ENSP00000329093,1.14.16.4
ENSP00000329214,2.4.3.7
ENSP00000329654,2.4.1.41
ENSP00000329697,3.1.3.4
ENSP00000330032,2.4.2.3
ENSP00000330442,3.1.1.3
ENSP00000330442,3.1.1.4
ENSP00000330442,3.1.1.5
ENSP00000330484,3.2.1.1
ENSP00000330606,2.8.2.23
ENSP00000330721,3.1.7.2
ENSP00000331258,2.7.1.183
ENSP00000331897,1.1.1.42
ENSP00000332116,3.1.4.53
ENSP00000332170,1.14.11.2
ENSP00000332256,1.2.1.36
ENSP00000332656,3.1.4.12
ENSP00000332679,1.14.14.1
ENSP00000333019,6.3.4.4
ENSP00000333142,3.1.1.4
ENSP00000333142,3.1.1.5
ENSP00000333142,3.1.2.2
ENSP00000333212,1.14.14.80
ENSP00000333310,2.8.2.1
ENSP00000333310,2.8.2.2
ENSP00000333490,4.1.1.97
ENSP00000333534,1.14.14.1
ENSP00000333664,2.3.1.9
ENSP00000333664,2.3.1.16
ENSP00000333664,2.3.1.155
ENSP00000333666,1.13.11.53
ENSP00000333666,1.13.11.54
ENSP00000333667,2.1.2.1
ENSP00000333813,2.4.1.260
ENSP00000333947,2.8.2.33
ENSP00000334128,1.14.19.53
ENSP00000334246,1.14.14.1
ENSP00000334246,1.14.14.130
ENSP00000334276,2.4.1.17
ENSP00000334910,3.1.4.17
ENSP00000335246,3.6.1.6
ENSP00000335261,1.14.11.8
ENSP00000335304,2.3.1.61
ENSP00000335333,2.7.1.68
ENSP00000335620,2.5.1.18
ENSP00000336729,2.4.1.41
ENSP00000337103,2.3.1.6
ENSP00000337224,2.3.1.135
ENSP00000337354,3.1.1.13
ENSP00000337450,1.14.14.1
ENSP00000337463,2.3.1.51
ENSP00000337572,2.7.1.107
ENSP00000337701,3.1.1.3
ENSP00000337701,3.1.1.4
ENSP00000337854,3.2.1.52
ENSP00000337972,3.1.4.2
ENSP00000337972,3.1.4.11
ENSP00000338185,3.1.4.11
ENSP00000338387,6.3.4.9
ENSP00000338387,6.3.4.10
ENSP00000338387,6.3.4.11
ENSP00000338387,6.3.4.15
ENSP00000338487,2.4.1.145
ENSP00000338703,2.7.7.9
ENSP00000338964,2.3.2.2
ENSP00000338964,3.4.19.13
ENSP00000339479,2.7.1.77
ENSP00000339479,3.1.3.5
ENSP00000339479,3.1.3.99
ENSP00000339613,2.4.1.221
ENSP00000339787,6.2.1.3
ENSP00000339787,6.2.1.15
ENSP00000339933,2.7.1.40
ENSP00000340200,2.3.1.13
ENSP00000340200,2.3.1.71
ENSP00000340296,6.2.1.2
ENSP00000340466,3.2.1.207
ENSP00000340523,2.7.7.1
ENSP00000340523,2.7.7.18
ENSP00000340684,1.4.3.4
ENSP00000340684,1.4.3.21
ENSP00000341045,2.4.1.17
ENSP00000341083,4.6.1.2
ENSP00000341117,4.3.1.17
ENSP00000341117,4.3.1.19
ENSP00000341562,2.4.1.92
ENSP00000341828,3.2.1.14
ENSP00000342007,1.14.14.1
ENSP00000342007,4.2.1.152
ENSP00000342026,1.11.1.27
ENSP00000342026,2.3.1.23
ENSP00000342026,3.1.1.4
ENSP00000342032,5.4.2.4
ENSP00000342032,5.4.2.11
ENSP00000342056,2.3.3.1
ENSP00000342385,2.5.1.18
ENSP00000342385,5.3.99.3
ENSP00000342502,1.5.1.2
ENSP00000342557,1.4.3.2
ENSP00000342557,1.4.3.25
ENSP00000342609,3.5.1.23
ENSP00000342793,3.1.4.4
ENSP00000342952,4.6.1.1
ENSP00000343190,4.1.1.36
ENSP00000343234,2.8.2.11
ENSP00000343552,2.1.1.100
ENSP00000343657,6.4.1.4
ENSP00000343838,2.4.1.17
ENSP00000343885,3.6.1.1
ENSP00000343943,1.3.3.4
ENSP00000344125,2.4.1.312
ENSP00000344260,2.4.1.41
ENSP00000345023,1.8.5.1
ENSP00000345023,1.20.4.2
ENSP00000345023,2.5.1.18
ENSP00000345096,1.1.1.205
ENSP00000345270,2.4.1.144
ENSP00000345282,2.6.1.2
ENSP00000345341,5.3.99.3
ENSP00000345477,2.4.3.2
ENSP00000345477,2.4.3.4
ENSP00000345555,4.2.1.11
ENSP00000345659,4.2.1.1
ENSP00000345752,3.1.3.64
ENSP00000345752,3.1.3.95
ENSP00000345774,1.2.1.3
ENSP00000345774,1.2.1.94
ENSP00000345849,3.2.1.35
ENSP00000345988,3.1.4.11
ENSP00000346103,1.11.1.12
ENSP00000346155,2.7.1.48
ENSP00000346577,2.7.4.3
ENSP00000346577,2.7.4.6
ENSP00000346643,2.7.1.1
ENSP00000346693,2.3.1.199
ENSP00000346768,2.4.1.17
ENSP00000346827,1.2.1.3
ENSP00000346827,1.2.1.19
ENSP00000346827,1.2.1.47
ENSP00000346874,1.2.1.84
ENSP00000346901,1.14.13.8
ENSP00000346901,1.14.13.148
ENSP00000347032,2.7.1.149
ENSP00000347046,3.1.4.35
ENSP00000347324,1.8.4.12
ENSP00000347324,1.8.4.14
ENSP00000347717,1.3.1.21
ENSP00000347792,3.1.3.36
ENSP00000348234,2.6.1.5
ENSP00000348429,6.2.1.3
ENSP00000348429,6.2.1.15
ENSP00000348668,2.4.1.41
ENSP00000348762,5.4.99.7
ENSP00000348775,1.3.3.6
ENSP00000348901,3.1.16.1
ENSP00000348959,3.2.1.113
ENSP00000349078,2.5.1.1
ENSP00000349078,2.5.1.10
ENSP00000349490,2.4.1.222
ENSP00000349576,3.5.4.12
ENSP00000349577,1.5.5.2
ENSP00000350012,6.2.1.2
ENSP00000350012,6.2.1.3
ENSP00000350012,6.2.1.15
ENSP00000350136,6.3.1.17
ENSP00000350136,6.3.2.41
ENSP00000350265,3.1.4.1
ENSP00000350265,3.6.1.9
ENSP00000350387,3.2.1.35
ENSP00000350928,4.1.1.15
ENSP00000351035,1.1.1.62
ENSP00000351520,3.6.1.6
ENSP00000351520,3.6.1.15
ENSP00000351520,3.6.1.42
ENSP00000351682,3.4.13.20
ENSP00000351706,2.7.1.30
ENSP00000351957,3.1.4.17
ENSP00000352121,2.7.1.137
ENSP00000352121,2.7.1.153
ENSP00000352121,2.7.1.154
ENSP00000352121,2.7.11.1
ENSP00000352144,2.4.1.90
ENSP00000352144,2.4.1.275
ENSP00000352222,6.3.4.2
ENSP00000352547,2.3.1.15
ENSP00000352547,2.3.1.51
ENSP00000352575,3.1.3.36
ENSP00000352575,3.1.3.56
ENSP00000352575,3.1.3.86
ENSP00000352706,3.1.2.4
ENSP00000352782,3.1.3.74
ENSP00000352904,3.1.3.5
ENSP00000353104,2.5.1.87
ENSP00000353165,2.7.6.2
ENSP00000353655,3.2.1.114
ENSP00000353720,3.1.1.1
ENSP00000353720,3.1.1.13
ENSP00000353720,3.1.1.56
ENSP00000353910,2.4.1.68
ENSP00000353998,1.17.4.4
ENSP00000354193,1.4.3.22
ENSP00000354213,2.8.2.30
ENSP00000354347,2.6.1.16
ENSP00000354387,2.7.1.22
ENSP00000354387,2.7.1.173
ENSP00000354499,7.1.1.9
ENSP00000354511,2.1.1.6
ENSP00000354532,2.4.2.1
ENSP00000354581,1.11.1.9
ENSP00000354612,1.14.99.1
ENSP00000354665,7.1.1.2
ENSP00000354677,1.11.1.9
ENSP00000354687,7.1.1.2
ENSP00000354728,7.1.1.2
ENSP00000354813,7.1.1.2
ENSP00000354960,2.4.1.50
ENSP00000354961,7.1.1.2
ENSP00000355046,7.1.1.2
ENSP00000355084,1.8.4.12
ENSP00000355084,1.8.4.14
ENSP00000355206,7.1.1.2
ENSP00000355273,2.4.3.1
ENSP00000355308,4.2.1.134
ENSP00000355493,6.3.4.4
ENSP00000355518,4.2.1.2
ENSP00000355536,2.1.1.13
ENSP00000355559,2.4.1.313
ENSP00000355587,3.6.1.15
ENSP00000355607,2.3.1.42
ENSP00000355632,2.4.1.41
ENSP00000355890,6.1.1.15
ENSP00000355890,6.1.1.17
ENSP00000356015,2.3.1.9
ENSP00000356047,2.7.1.105
ENSP00000356047,3.1.3.46
ENSP00000356155,2.7.1.137
ENSP00000356155,2.7.1.154
ENSP00000356170,2.7.1.82
ENSP00000356218,1.6.2.2
ENSP00000356290,6.3.4.3
ENSP00000356404,2.4.1.86
ENSP00000356436,3.1.1.4
ENSP00000356436,3.1.1.5
ENSP00000356438,1.14.99.1
ENSP00000356591,2.3.1.26
ENSP00000356723,1.14.13.8
ENSP00000356729,1.14.13.8
ENSP00000356729,1.14.13.32
ENSP00000356729,1.14.13.148
ENSP00000356785,2.7.4.6
ENSP00000356825,4.6.1.1
ENSP00000356853,2.7.1.48
ENSP00000356859,4.4.1.20
ENSP00000356903,2.7.7.23
ENSP00000356903,2.7.7.83
ENSP00000356905,3.5.1.92
ENSP00000356972,7.1.1.2
ENSP00000357066,3.5.3.1
ENSP00000357452,2.7.4.2
ENSP00000357453,3.2.1.113
ENSP00000357480,2.5.1.87
ENSP00000357535,4.2.1.17
ENSP00000357535,5.3.3.8
ENSP00000357583,3.1.3.56
ENSP00000357669,4.6.1.2
ENSP00000357775,4.2.1.75
ENSP00000357804,3.1.2.2
ENSP00000357807,3.1.2.2
ENSP00000357835,3.6.1.1
ENSP00000357861,1.8.3.4
ENSP00000357880,4.1.1.50
ENSP00000357882,2.7.1.164
ENSP00000357883,2.7.1.68
ENSP00000357920,1.4.3.1
ENSP00000358033,2.5.1.91
ENSP00000358107,4.2.1.1
ENSP00000358223,3.1.1.3
ENSP00000358232,3.1.1.3
ENSP00000358414,2.3.3.10
ENSP00000358421,1.1.1.145
ENSP00000358421,1.1.1.210
ENSP00000358421,1.1.1.270
ENSP00000358421,5.3.3.1
ENSP00000358424,1.1.1.145
ENSP00000358424,5.3.3.1
ENSP00000358695,1.6.2.2
ENSP00000358719,1.1.1.40
ENSP00000358727,1.8.5.1
ENSP00000358727,1.20.4.2
ENSP00000358727,2.5.1.18
ENSP00000358831,2.3.1.199
ENSP00000358851,2.5.1.18
ENSP00000358851,4.4.1.20
ENSP00000358903,1.14.14.19
ENSP00000358903,1.14.14.32
ENSP00000358931,2.2.1.1
ENSP00000359022,2.3.1.199
ENSP00000359096,3.2.1.1
ENSP00000359100,3.2.1.1
ENSP00000359131,2.4.1.223
ENSP00000359151,2.3.1.168
ENSP00000359211,1.3.1.2
ENSP00000359297,1.1.1.170
ENSP00000359380,1.14.19.1
ENSP00000359417,3.1.3.64
ENSP00000359417,3.1.3.95
ENSP00000359423,3.1.3.64
ENSP00000359423,3.1.3.95
ENSP00000359539,2.6.1.1
ENSP00000359539,2.6.1.3
ENSP00000359665,2.7.1.67
ENSP00000359680,4.1.3.16
ENSP00000359991,5.4.2.4
ENSP00000359991,5.4.2.11
ENSP00000359998,2.5.1.18
ENSP00000360154,3.1.3.36
ENSP00000360154,3.1.3.56
ENSP00000360154,3.1.3.86
ENSP00000360268,1.2.1.41
ENSP00000360268,2.7.2.11
ENSP00000360316,1.3.1.72
ENSP00000360317,1.14.14.1
ENSP00000360366,3.1.2.2
ENSP00000360372,1.14.14.1
ENSP00000360372,1.14.14.51
ENSP00000360372,1.14.14.52
ENSP00000360372,1.14.14.53
ENSP00000360372,1.14.14.75
ENSP00000360502,3.1.4.35
ENSP00000360541,2.3.1.21
ENSP00000360561,3.6.1.5
ENSP00000360569,2.3.1.16
ENSP00000360569,2.3.1.155
ENSP00000360569,2.3.1.176
ENSP00000360644,2.4.1.83
ENSP00000360645,3.2.1.113
ENSP00000360687,5.3.99.2
ENSP00000360688,1.8.4.2
ENSP00000360761,2.3.1.51
ENSP00000360776,2.4.1.274
ENSP00000360777,3.1.3.36
ENSP00000360777,3.1.3.86
ENSP00000360918,1.14.99.38
ENSP00000360938,1.5.8.3
ENSP00000360958,1.14.14.80
ENSP00000360991,1.14.14.1
ENSP00000361021,3.1.3.16
ENSP00000361021,3.1.3.48
ENSP00000361021,3.1.3.67
ENSP00000361064,3.1.3.62
ENSP00000361064,3.1.3.80
ENSP00000361289,2.7.1.48
ENSP00000361302,2.4.1.109
ENSP00000361512,2.7.6.1
ENSP00000361536,2.3.1.199
ENSP00000361667,2.7.1.108
ENSP00000361699,6.3.4.2
ENSP00000361845,3.4.24.84
ENSP00000361894,2.1.1.20
ENSP00000361914,2.8.3.5
ENSP00000362115,3.1.3.36
ENSP00000362207,2.8.2.17
ENSP00000362207,2.8.2.21
ENSP00000362249,2.7.4.3
ENSP00000362249,2.7.4.6
ENSP00000362249,2.7.4.10
ENSP00000362298,4.1.2.27
ENSP00000362329,3.6.1.1
ENSP00000362344,6.3.2.17
ENSP00000362354,3.1.3.4
ENSP00000362413,2.7.2.3
ENSP00000362463,4.4.1.5
ENSP00000362508,2.4.1.17
ENSP00000362513,2.4.1.17
ENSP00000362525,2.4.1.17
ENSP00000362549,2.4.1.17
ENSP00000362824,2.4.1.255
ENSP00000362888,1.13.11.19
ENSP00000363046,2.7.1.140
ENSP00000363046,2.7.1.151
ENSP00000363046,2.7.1.153
ENSP00000363205,2.8.1.7
ENSP00000363397,2.4.1.80
ENSP00000363400,2.3.1.149
ENSP00000363400,3.1.1.47
ENSP00000363452,3.2.1.113
ENSP00000363512,1.13.11.34
ENSP00000363590,2.4.1.174
ENSP00000363603,3.2.1.51
ENSP00000363614,4.1.3.4
ENSP00000363645,2.3.1.75
ENSP00000363794,1.1.1.62
ENSP00000363794,1.1.1.239
ENSP00000363794,1.1.1.n12
ENSP00000363832,1.2.3.1
ENSP00000363965,3.1.3.1
ENSP00000363965,3.9.1.1
ENSP00000364145,2.7.1.105
ENSP00000364145,3.1.3.46
ENSP00000364150,2.4.1.41
ENSP00000364243,3.1.1.4
ENSP00000364246,3.1.1.4
ENSP00000364249,3.1.1.4
ENSP00000364252,3.1.1.4
ENSP00000364257,3.1.1.4
ENSP00000364412,1.1.1.62
ENSP00000364412,1.1.1.64
ENSP00000364475,3.1.3.11
ENSP00000364486,3.1.3.11
ENSP00000364512,3.1.3.9
ENSP00000364649,1.3.5.1
ENSP00000364782,3.2.1.18
ENSP00000364883,4.2.1.18
ENSP00000364883,4.2.1.56
ENSP00000364902,2.4.1.221
ENSP00000364986,3.5.3.11
ENSP00000365388,2.5.1.91
ENSP00000365462,6.4.1.3
ENSP00000365693,1.8.4.12
ENSP00000365693,1.8.4.14
ENSP00000365725,3.1.1.23
ENSP00000365757,2.7.1.149
ENSP00000365773,2.6.1.52
ENSP00000365775,1.5.1.53
ENSP00000365840,3.6.1.6
ENSP00000365920,2.4.1.102
ENSP00000366030,2.1.1.22
ENSP00000366156,2.5.1.16
ENSP00000366240,3.1.2.22
ENSP00000366563,2.7.1.137
ENSP00000366563,2.7.1.153
ENSP00000366620,1.1.1.47
ENSP00000366620,1.1.1.363
ENSP00000366620,3.1.1.31
ENSP00000366662,4.2.1.1
ENSP00000366682,4.1.1.6
ENSP00000366927,1.2.1.3
ENSP00000367086,3.1.2.2
ENSP00000367309,1.4.3.4
ENSP00000367309,1.4.3.21
ENSP00000367343,3.2.1.45
ENSP00000367343,3.2.1.46
ENSP00000367446,2.4.1.224
ENSP00000367446,2.4.1.225
ENSP00000367462,3.1.2.14
ENSP00000367608,4.2.1.1
ENSP00000367747,3.1.4.11
ENSP00000367893,2.7.9.3
ENSP00000367992,3.1.1.56
ENSP00000367992,3.1.2.12
ENSP00000368066,1.1.3.15
ENSP00000368066,1.2.3.5
ENSP00000368119,2.7.7.12
ENSP00000368140,2.7.8.41
ENSP00000368226,2.7.1.30
ENSP00000368305,3.1.4.2
ENSP00000368439,2.7.7.15
ENSP00000368496,2.4.1.134
ENSP00000368572,2.3.1.57
ENSP00000368646,1.11.1.24
ENSP00000369050,1.14.14.1
ENSP00000369050,4.2.1.152
ENSP00000369055,2.4.1.22
ENSP00000369055,2.4.1.38
ENSP00000369055,2.4.1.90
ENSP00000369055,2.4.1.275
ENSP00000369099,3.6.1.13
ENSP00000369099,3.6.1.16
ENSP00000369099,3.6.1.53
ENSP00000369100,2.7.1.105
ENSP00000369100,3.1.3.46
ENSP00000369442,3.2.1.31
ENSP00000369456,3.6.1.9
ENSP00000369530,1.13.11.33
ENSP00000369820,2.4.1.198
ENSP00000369927,1.1.1.53
ENSP00000369927,1.1.1.62
ENSP00000369927,1.1.1.64
ENSP00000369927,1.1.1.188
ENSP00000369927,1.1.1.210
ENSP00000369927,1.1.1.239
ENSP00000369927,1.1.1.357
ENSP00000370023,1.1.1.211
ENSP00000370023,4.2.1.17
ENSP00000370129,1.1.1.53
ENSP00000370129,1.1.1.62
ENSP00000370129,1.1.1.112
ENSP00000370129,1.1.1.209
ENSP00000370129,1.1.1.357
ENSP00000370129,1.3.1.20
ENSP00000370194,4.2.1.47
ENSP00000370254,1.1.1.51
ENSP00000370254,1.1.1.53
ENSP00000370254,1.1.1.62
ENSP00000370254,1.1.1.112
ENSP00000370254,1.1.1.149
ENSP00000370254,1.1.1.209
ENSP00000370254,1.1.1.210
ENSP00000370254,1.1.1.357
ENSP00000370254,1.3.1.20
ENSP00000370430,3.1.1.3
ENSP00000370430,3.1.1.4
ENSP00000370517,2.7.1.11
ENSP00000370571,1.14.16.2
ENSP00000370639,2.1.1.4
ENSP00000370718,3.6.1.9
ENSP00000370737,1.4.4.2
ENSP00000370748,5.3.3.2
ENSP00000371152,3.5.1.23
ENSP00000371221,3.1.3.64
ENSP00000371221,3.1.3.95
ENSP00000371230,2.7.4.10
ENSP00000371236,2.1.2.2
ENSP00000371236,6.3.3.1
ENSP00000371236,6.3.4.13
ENSP00000371393,5.4.2.2
ENSP00000371393,5.4.2.7
ENSP00000372112,3.7.1.5
ENSP00000372112,4.1.1.112
ENSP00000373153,4.2.1.134
ENSP00000373399,2.7.1.68
ENSP00000373477,1.11.1.9
ENSP00000373640,2.7.1.81
ENSP00000374265,1.11.1.9
ENSP00000375748,2.4.1.69
ENSP00000375748,2.4.1.344
ENSP00000375881,3.1.3.1
ENSP00000376372,3.1.16.1
ENSP00000376465,2.4.1.41
ENSP00000376472,2.4.99.18
ENSP00000376570,2.4.1.41
ENSP00000376776,1.14.17.1
ENSP00000376886,2.7.4.6
ENSP00000376886,2.7.13.3
ENSP00000377040,1.5.1.8
ENSP00000377040,1.5.1.9
ENSP00000377083,1.5.1.6
ENSP00000377192,1.1.1.49
ENSP00000377303,5.1.3.8
ENSP00000377446,6.2.1.4
ENSP00000377446,6.2.1.5
ENSP00000377617,1.5.1.15
ENSP00000377617,3.5.4.9
ENSP00000377696,3.5.1.3
ENSP00000378161,3.6.1.7
ENSP00000378359,1.1.1.1
ENSP00000378408,2.6.1.2
ENSP00000378426,1.17.4.4
ENSP00000378782,2.4.2.19
ENSP00000378890,3.5.4.16
ENSP00000378897,3.5.1.23
ENSP00000379108,1.5.1.5
ENSP00000379108,1.5.1.15
ENSP00000379108,3.5.4.9
ENSP00000379282,3.1.1.23
ENSP00000379353,2.4.3.8
ENSP00000379680,3.2.1.49
ENSP00000379839,2.7.1.60
ENSP00000379839,3.2.1.183
ENSP00000379895,2.1.4.1
ENSP00000380184,2.3.1.15
ENSP00000380488,2.4.1.41
ENSP00000380514,3.1.2.6
ENSP00000380793,2.4.1.258
ENSP00000381206,1.1.1.53
ENSP00000381206,1.1.1.105
ENSP00000381206,1.1.1.209
ENSP00000381206,1.1.1.315
ENSP00000381302,3.1.3.4
ENSP00000381302,3.6.1.75
ENSP00000381340,2.3.2.2
ENSP00000381340,3.4.19.13
ENSP00000381340,3.4.19.14
ENSP00000381504,2.7.6.1
ENSP00000381607,2.5.1.18
ENSP00000381654,4.1.3.4
ENSP00000381968,2.3.1.50
ENSP00000382260,2.7.1.107
ENSP00000382349,6.2.1.2
ENSP00000382595,4.1.1.21
ENSP00000382595,6.3.2.6
ENSP00000384400,2.7.1.32
ENSP00000384400,2.7.1.82
ENSP00000384534,3.1.3.36
ENSP00000384534,3.1.3.56
ENSP00000384651,3.1.3.48
ENSP00000384651,3.1.3.64
ENSP00000384651,3.1.3.95
ENSP00000385478,2.7.7.40
ENSP00000385746,2.5.1.22
ENSP00000386284,4.2.1.24
ENSP00000387019,4.1.1.35
ENSP00000387123,1.2.1.3
ENSP00000387123,1.2.1.8
ENSP00000387123,1.2.1.31
ENSP00000387654,1.8.3.5
ENSP00000388631,3.1.4.11
ENSP00000389175,2.7.1.31
ENSP00000390784,2.4.1.62
ENSP00000391227,2.4.1.155
ENSP00000392398,1.11.1.9
ENSP00000392553,3.1.3.4
ENSP00000392553,3.6.1.75
ENSP00000392762,5.3.3.12
ENSP00000392859,1.7.1.7
ENSP00000393847,3.1.1.4
ENSP00000395473,3.2.1.24
ENSP00000396045,3.1.1.4
ENSP00000396045,3.1.1.5
ENSP00000401508,6.3.4.21
ENSP00000402608,6.3.4.16
ENSP00000403536,2.1.1.2
ENSP00000406157,2.7.1.25
ENSP00000406157,2.7.7.4
ENSP00000406674,2.3.1.22
ENSP00000406909,3.1.3.75
ENSP00000407375,1.11.1.9
ENSP00000408526,3.1.3.25
ENSP00000408526,3.1.3.94
ENSP00000409612,1.3.8.7
ENSP00000410833,2.4.1.18
ENSP00000412189,5.4.2.4
ENSP00000412189,5.4.2.11
ENSP00000414330,6.3.2.41
ENSP00000414330,6.3.2.42
ENSP00000416583,4.1.2.4
ENSP00000417764,2.4.1.132
ENSP00000417764,2.4.1.257
ENSP00000418001,2.7.1.30
ENSP00000418532,2.4.1.17
ENSP00000419361,4.6.1.1
ENSP00000419628,2.7.7.96
ENSP00000419628,3.6.1.13
ENSP00000419628,3.6.1.58
ENSP00000419851,6.3.5.2
ENSP00000419879,2.7.7.41
ENSP00000420168,2.5.1.18
ENSP00000420295,3.1.4.35
ENSP00000420449,3.2.1.3
